Date,Price,Open,High,Low,Volume,Change
15/06/17,9578.05,9617.9,9621.4,9560.8,176.42M,-0.42%
16/06/17,9588.05,9595.45,9615.85,9565.5,219.81M,0.10%
19/06/17,9657.55,9626.4,9673.3,9614.9,146.15M,0.72%
20/06/17,9653.5,9670.5,9676.5,9643.75,164.44M,-0.04%
21/06/17,9633.6,9648.1,9650.45,9608.6,148.49M,-0.21%
22/06/17,9630,9642.65,9698.85,9617.75,204.89M,-0.04%
23/06/17,9574.95,9643.25,9647.65,9565.3,180.58M,-0.57%
27/06/17,9511.4,9594.05,9615.4,9473.45,209.59M,-0.66%
28/06/17,9491.25,9520.2,9522.5,9474.35,177.65M,-0.21%
29/06/17,9504.1,9522.95,9575.8,9493.8,267.28M,0.14%
30/06/17,9520.9,9478.5,9535.8,9448.75,185.20M,0.18%
03/07/17,9615,9587.95,9624,9543.55,188.69M,0.99%
04/07/17,9613.3,9645.9,9650.65,9595.5,149.31M,-0.02%
05/07/17,9637.6,9619.75,9643.65,9607.35,134.85M,0.25%
06/07/17,9674.55,9653.6,9700.7,9639.95,152.00M,0.38%
07/07/17,9665.8,9670.35,9684.25,9642.65,146.23M,-0.09%
10/07/17,9771.05,9719.3,9782.15,9646.45,38.75M,1.09%
11/07/17,9786.05,9797.45,9830.05,9778.85,185.32M,0.15%
12/07/17,9816.1,9807.3,9824.95,9787.7,150.05M,0.31%
13/07/17,9891.7,9855.8,9897.25,9853.45,186.87M,0.77%
14/07/17,9886.35,9913.3,9913.3,9845.45,164.46M,-0.05%
17/07/17,9915.95,9908.15,9928.2,9894.7,168.60M,0.30%
18/07/17,9827.15,9832.7,9885.35,9792.05,303.01M,-0.90%
19/07/17,9899.6,9855.95,9905.05,9851.65,206.38M,0.74%
20/07/17,9873.3,9920.2,9922.55,9863.45,166.08M,-0.27%
21/07/17,9915.25,9899.6,9924.7,9838,193.29M,0.42%
24/07/17,9966.4,9936.8,9982.05,9919.6,179.91M,0.52%
25/07/17,9964.55,10010.55,10011.3,9949.1,191.21M,-0.02%
26/07/17,10020.65,9983.65,10025.95,9965.95,203.70M,0.56%
27/07/17,10020.55,10063.25,10114.85,10005.5,296.78M,0.00%
28/07/17,10014.5,9996.55,10026.05,9944.5,197.49M,-0.06%
31/07/17,10077.1,10034.7,10085.9,10016.95,245.10M,0.63%
01/08/17,10114.65,10101.05,10128.6,10065.75,190.00M,0.37%
02/08/17,10081.5,10136.3,10137.85,10054.2,166.46M,-0.33%
03/08/17,10013.65,10081.15,10081.15,9998.25,198.67M,-0.67%
04/08/17,10066.4,10008.6,10075.25,9988.35,184.08M,0.53%
07/08/17,10057.4,10074.8,10088.1,10046.35,141.57M,-0.09%
08/08/17,9978.55,10068.35,10083.8,9947,209.64M,-0.78%
09/08/17,9908.05,9961.15,9969.8,9893.05,174.40M,-0.71%
10/08/17,9820.25,9872.85,9892.65,9776.2,242.82M,-0.89%
11/08/17,9710.8,9712.15,9771.65,9685.55,294.73M,-1.11%
14/08/17,9794.15,9755.75,9818.3,9752.1,201.61M,0.86%
16/08/17,9897.3,9825.85,9903.95,9773.85,226.27M,1.05%
17/08/17,9904.15,9945.55,9947.8,9883.75,203.65M,0.07%
18/08/17,9837.4,9865.95,9865.95,9783.65,253.93M,-0.67%
21/08/17,9754.35,9864.25,9884.35,9740.1,211.63M,-0.84%
22/08/17,9765.55,9815.75,9828.45,9752.6,189.27M,0.11%
23/08/17,9852.5,9803.05,9857.9,9786.75,173.82M,0.89%
24/08/17,9857.05,9881.2,9881.5,9848.85,190.40M,0.05%
28/08/17,9912.8,9907.15,9925.75,9882,164.49M,0.57%
29/08/17,9796.05,9886.4,9887.35,9783.75,178.67M,-1.18%
30/08/17,9884.4,9859.5,9909.45,9850.8,162.70M,0.90%
31/08/17,9917.9,9905.7,9925.1,9856.95,337.78M,0.34%
01/09/17,9974.4,9937.65,9983.45,9909.85,162.73M,0.57%
04/09/17,9912.85,9984.15,9988.4,9861,153.37M,-0.62%
05/09/17,9952.2,9933.25,9963.1,9901.05,143.52M,0.40%
06/09/17,9916.2,9899.25,9931.55,9882.55,153.77M,-0.36%
07/09/17,9929.9,9945.85,9964.85,9917.2,194.63M,0.14%
08/09/17,9934.8,9958.65,9963.6,9913.3,168.70M,0.05%
11/09/17,10006.05,9971.75,10028.65,9968.8,178.41M,0.72%
12/09/17,10093.05,10056.85,10097.55,10028.05,188.25M,0.87%
13/09/17,10079.3,10099.25,10131.95,10063.15,221.61M,-0.14%
14/09/17,10086.6,10107.4,10126.5,10070.35,232.64M,0.07%
15/09/17,10085.4,10062.35,10115.15,10043.65,274.80M,-0.01%
18/09/17,10153.1,10133.1,10171.7,10131.3,160.85M,0.67%
19/09/17,10147.55,10175.6,10178.95,10129.95,193.35M,-0.05%
20/09/17,10141.15,10160.95,10171.05,10134.2,205.60M,-0.06%
21/09/17,10121.9,10139.6,10158.9,10058.6,197.71M,-0.19%
22/09/17,9964.4,10094.35,10095.05,9952.8,233.62M,-1.56%
25/09/17,9872.6,9960.1,9960.5,9816.05,228.21M,-0.92%
26/09/17,9871.5,9875.25,9891.35,9813,196.79M,-0.01%
27/09/17,9735.75,9920.6,9921.05,9714.4,206.31M,-1.38%
28/09/17,9768.95,9736.4,9789.2,9687.55,396.88M,0.34%
29/09/17,9788.6,9814.3,9854,9775.35,202.35M,0.20%
03/10/17,9859.5,9893.3,9895.4,9831.05,167.83M,0.72%
04/10/17,9914.9,9884.35,9938.3,9850.65,160.99M,0.56%
05/10/17,9888.7,9927,9945.95,9881.85,152.36M,-0.26%
06/10/17,9979.7,9908.15,9989.35,9906.6,201.86M,0.92%
09/10/17,9988.75,9988.2,10015.75,9959.45,148.40M,0.09%
10/10/17,10016.95,10013.7,10034,10002.3,153.25M,0.28%
11/10/17,9984.8,10042.6,10067.25,9955.8,195.59M,-0.32%
12/10/17,10096.4,10011.2,10104.45,9977.1,207.11M,1.12%
13/10/17,10167.45,10123.7,10191.9,10120.1,237.23M,0.70%
16/10/17,10230.85,10207.4,10242.95,10175.1,209.33M,0.62%
17/10/17,10234.45,10227.65,10251.85,10212.6,201.78M,0.04%
18/10/17,10210.85,10209.4,10236.45,10175.75,262.11M,-0.23%
19/10/17,10146.55,10210.35,10211.95,10123.35,31.09M,-0.63%
23/10/17,10184.85,10176.65,10224.15,10124.5,224.80M,0.38%
24/10/17,10207.7,10218.55,10237.75,10182.4,223.91M,0.22%
25/10/17,10295.35,10321.15,10340.55,10240.9,612.62M,0.86%
26/10/17,10343.8,10291.8,10355.65,10271.85,443.04M,0.47%
27/10/17,10323.05,10362.3,10366.15,10311.3,322.41M,-0.20%
30/10/17,10363.65,10353.85,10384.5,10344.3,244.19M,0.39%
31/10/17,10335.3,10364.9,10367.7,10323.95,239.81M,-0.27%
01/11/17,10440.5,10390.35,10451.65,10383.05,268.27M,1.02%
02/11/17,10423.8,10440.5,10453,10412.55,207.74M,-0.16%
03/11/17,10452.5,10461.55,10461.7,10403.6,206.10M,0.28%
06/11/17,10451.8,10431.75,10490.45,10413.75,199.56M,-0.01%
07/11/17,10350.15,10477.15,10485.75,10340.8,295.83M,-0.97%
08/11/17,10303.15,10361.95,10384.25,10285.5,282.95M,-0.45%
09/11/17,10308.95,10358.65,10368.45,10266.95,247.61M,0.06%
10/11/17,10321.75,10304.35,10344.95,10254.1,287.96M,0.12%
13/11/17,10224.95,10322,10334.15,10216.25,216.80M,-0.94%
14/11/17,10186.6,10223.4,10248,10175.55,314.41M,-0.38%
15/11/17,10118.05,10171.95,10175.45,10094,213.84M,-0.67%
16/11/17,10214.75,10152.9,10232.25,10139.2,188.18M,0.96%
17/11/17,10283.6,10324.55,10343.6,10268.05,209.59M,0.67%
20/11/17,10298.75,10287.2,10309.85,10261.5,151.75M,0.15%
21/11/17,10326.9,10329.25,10358.7,10315.05,191.86M,0.27%
22/11/17,10342.3,10350.8,10368.7,10309.55,162.50M,0.15%
23/11/17,10348.75,10358.45,10374.3,10307.3,157.65M,0.06%
24/11/17,10389.7,10366.8,10404.5,10362.25,133.18M,0.40%
27/11/17,10399.55,10361.05,10407.15,10340.2,146.28M,0.09%
28/11/17,10370.25,10387.9,10409.55,10355.2,202.05M,-0.28%
29/11/17,10361.3,10376.65,10392.95,10345.9,157.19M,-0.09%
30/11/17,10226.55,10332.7,10332.7,10211.25,353.10M,-1.30%
01/12/17,10121.8,10263.7,10272.7,10108.55,147.77M,-1.02%
04/12/17,10127.75,10175.05,10179.2,10095.7,153.24M,0.06%
05/12/17,10118.25,10118.25,10147.95,10069.1,160.25M,-0.09%
06/12/17,10044.1,10088.8,10104.2,10033.35,171.21M,-0.73%
07/12/17,10166.7,10063.45,10182.65,10061.9,171.34M,1.22%
08/12/17,10265.65,10198.45,10270.85,10195.25,206.23M,0.97%
11/12/17,10322.25,10310.5,10329.2,10282.05,152.04M,0.55%
12/12/17,10240.15,10324.9,10326.1,10230.2,180.55M,-0.80%
13/12/17,10192.95,10236.6,10296.55,10169.85,187.19M,-0.46%
14/12/17,10252.1,10229.3,10276.1,10141.55,159.10M,0.58%
15/12/17,10333.25,10345.65,10373.1,10319.65,262.98M,0.79%
18/12/17,10388.75,10263.1,10443.55,10074.8,237.51M,0.54%
19/12/17,10463.2,10414.8,10472.2,10406,174.34M,0.72%
20/12/17,10444.2,10494.4,10494.45,10437.15,180.60M,-0.18%
21/12/17,10440.3,10473.95,10473.95,10426.9,156.65M,-0.04%
22/12/17,10493,10457.3,10501.1,10448.25,143.12M,0.50%
26/12/17,10531.5,10512.3,10545.45,10477.95,160.42M,0.37%
27/12/17,10490.75,10531.05,10552.4,10469.25,170.31M,-0.39%
28/12/17,10477.9,10498.2,10534.55,10460.45,281.31M,-0.12%
29/12/17,10530.7,10492.35,10538.7,10488.65,156.74M,0.50%
01/01/18,10435.55,10531.7,10537.85,10423.1,134.53M,-0.90%
02/01/18,10442.2,10477.55,10495.2,10404.65,158.09M,0.06%
03/01/18,10443.2,10482.65,10503.6,10429.55,172.52M,0.01%
04/01/18,10504.8,10469.4,10513,10441.45,180.26M,0.59%
05/01/18,10558.85,10534.25,10566.1,10520.1,186.47M,0.51%
08/01/18,10623.6,10591.7,10631.2,10588.55,174.18M,0.61%
09/01/18,10637,10645.1,10659.15,10603.6,211.29M,0.13%
10/01/18,10632.2,10652.05,10655.5,10592.7,181.90M,-0.05%
11/01/18,10651.2,10637.05,10664.6,10612.35,158.63M,0.18%
12/01/18,10681.25,10682.55,10690.4,10597.1,180.59M,0.28%
15/01/18,10741.55,10718.5,10782.65,10713.8,181.26M,0.56%
16/01/18,10700.45,10761.5,10762.35,10687.85,217.47M,-0.38%
17/01/18,10788.55,10702.45,10803,10666.75,260.49M,0.82%
18/01/18,10817,10873.4,10887.5,10782.4,321.61M,0.26%
19/01/18,10894.7,10829.2,10906.85,10793.9,214.01M,0.72%
22/01/18,10966.2,10883.2,10975.1,10881.4,238.82M,0.66%
23/01/18,11083.7,10997.4,11092.9,10994.55,293.45M,1.07%
24/01/18,11086,11069.35,11110.1,11046.15,292.20M,0.02%
25/01/18,11069.65,11095.6,11095.6,11009.2,340.47M,-0.15%
29/01/18,11130.4,11079.35,11171.55,11075.95,249.22M,0.55%
30/01/18,11049.65,11120.85,11121.1,11033.9,234.97M,-0.73%
31/01/18,11027.7,11018.8,11058.5,10979.3,253.46M,-0.20%
01/02/18,11016.9,11044.55,11117.35,10878.8,315.74M,-0.10%
02/02/18,10760.6,10938.2,10954.95,10736.1,291.43M,-2.33%
05/02/18,10666.55,10604.3,10702.75,10586.8,247.48M,-0.87%
06/02/18,10498.25,10295.15,10594.15,10276.3,274.66M,-1.58%
07/02/18,10476.7,10607.2,10614,10446.4,258.10M,-0.21%
08/02/18,10576.85,10518.5,10637.8,10479.55,239.41M,0.96%
09/02/18,10454.95,10416.5,10480.2,10398.2,197.50M,-1.15%
12/02/18,10539.75,10518.2,10555.5,10485.4,224.12M,0.81%
14/02/18,10500.9,10585.75,10590.55,10456.65,236.33M,-0.37%
15/02/18,10545.5,10537.9,10618.1,10511.05,217.09M,0.42%
16/02/18,10452.3,10596.2,10612.9,10434.05,190.04M,-0.88%
19/02/18,10378.4,10488.9,10489.35,10302.75,193.09M,-0.71%
20/02/18,10360.4,10391,10429.35,10347.65,193.46M,-0.17%
21/02/18,10397.45,10426,10426.1,10349.6,241.33M,0.36%
22/02/18,10382.7,10354.35,10397.55,10340.65,323.26M,-0.14%
23/02/18,10491.05,10408.1,10499.1,10396.65,217.13M,1.04%
26/02/18,10582.6,10526.55,10592.95,10520.2,177.24M,0.87%
27/02/18,10554.3,10615.2,10631.65,10537.25,193.25M,-0.27%
28/02/18,10492.85,10488.95,10535.5,10461.55,294.79M,-0.58%
01/03/18,10458.35,10479.95,10525.5,10447.15,181.38M,-0.33%
05/03/18,10358.85,10428.3,10428.7,10323.9,199.98M,-0.95%
06/03/18,10249.25,10420.5,10441.35,10215.9,229.78M,-1.06%
07/03/18,10154.2,10232.95,10243.35,10141.55,257.20M,-0.93%
08/03/18,10242.65,10216.25,10270.35,10146.4,233.38M,0.87%
09/03/18,10226.85,10271.3,10296.7,10211.9,192.33M,-0.15%
12/03/18,10421.4,10301.6,10433.65,10295.45,223.14M,1.90%
13/03/18,10426.85,10389.5,10478.6,10377.85,274.85M,0.05%
14/03/18,10410.9,10393.05,10420.35,10336.3,186.99M,-0.15%
15/03/18,10360.15,10405.45,10420,10346.2,179.31M,-0.49%
16/03/18,10195.15,10345.15,10346.3,10180.25,338.70M,-1.59%
19/03/18,10094.25,10215.35,10224.55,10075.3,216.67M,-0.99%
20/03/18,10124.35,10051.55,10155.65,10049.1,209.33M,0.30%
21/03/18,10155.25,10181.95,10227.3,10132.95,211.06M,0.31%
22/03/18,10114.75,10167.5,10207.85,10105.4,237.63M,-0.40%
23/03/18,9998.05,9968.8,10027.7,9951.9,294.52M,-1.15%
26/03/18,10130.65,9989.15,10143.5,9958.55,270.66M,1.33%
27/03/18,10184.15,10188,10207.9,10139.65,232.71M,0.53%
28/03/18,10113.7,10143.6,10158.35,10096.9,354.98M,-0.69%
02/04/18,10211.8,10151.65,10220.1,10127.75,232.43M,0.97%
03/04/18,10245,10186.85,10255.35,10171.05,211.65M,0.33%
04/04/18,10128.4,10274.6,10279.85,10111.3,238.18M,-1.14%
05/04/18,10325.15,10228.45,10331.8,10227.45,244.12M,1.94%
06/04/18,10331.6,10322.75,10350.45,10290.85,206.36M,0.06%
09/04/18,10379.35,10333.7,10397.7,10328.5,228.51M,0.46%
10/04/18,10402.25,10412.9,10424.85,10381.5,259.52M,0.22%
11/04/18,10417.15,10428.15,10428.15,10355.6,258.08M,0.14%
12/04/18,10458.65,10410.65,10469.9,10395.25,246.03M,0.40%
13/04/18,10480.6,10495.3,10519.9,10451.45,219.72M,0.21%
16/04/18,10528.35,10398.3,10540.15,10396.35,200.95M,0.46%
17/04/18,10548.7,10557.3,10560.45,10495.65,212.45M,0.19%
18/04/18,10526.2,10578.9,10594.2,10509.7,211.82M,-0.21%
19/04/18,10565.3,10563.65,10572.2,10546.2,270.74M,0.37%
20/04/18,10564.05,10560.35,10582.35,10527.45,252.23M,-0.01%
23/04/18,10584.7,10592.8,10638.35,10514.95,200.20M,0.20%
24/04/18,10614.35,10578.1,10636.8,10569,225.97M,0.28%
25/04/18,10570.55,10612.4,10612.6,10536.45,195.13M,-0.41%
26/04/18,10617.8,10586.5,10628.4,10559.65,345.54M,0.45%
27/04/18,10692.3,10651.65,10719.8,10647.55,306.67M,0.70%
30/04/18,10739.35,10705.75,10759,10704.6,179.16M,0.44%
02/05/18,10718.05,10783.85,10784.65,10689.8,236.76M,-0.20%
03/05/18,10679.65,10720.15,10720.6,10647.45,190.87M,-0.36%
04/05/18,10618.25,10700.45,10700.45,10601.6,192.30M,-0.57%
07/05/18,10715.5,10653.15,10725.65,10635.65,173.62M,0.92%
08/05/18,10717.8,10757.9,10758.55,10689.4,278.12M,0.02%
09/05/18,10741.7,10693.35,10766.25,10689.85,222.12M,0.22%
10/05/18,10716.55,10779.65,10785.55,10705,197.99M,-0.23%
11/05/18,10806.5,10741.95,10812.05,10724.45,209.39M,0.84%
14/05/18,10806.6,10815.15,10834.85,10774.75,176.70M,0.00%
15/05/18,10801.85,10812.6,10929.2,10781.4,262.20M,-0.04%
16/05/18,10741.1,10751.95,10790.45,10699.7,238.22M,-0.56%
17/05/18,10682.7,10775.6,10777.25,10664.5,220.74M,-0.54%
18/05/18,10596.4,10671.85,10674.95,10589.1,229.91M,-0.81%
21/05/18,10516.7,10616.7,10621.7,10505.8,197.29M,-0.75%
22/05/18,10536.7,10518.45,10558.6,10490.55,249.24M,0.19%
23/05/18,10430.35,10521.1,10533.55,10417.8,299.92M,-1.01%
24/05/18,10513.85,10464.85,10535.15,10419.8,306.79M,0.80%
25/05/18,10605.15,10533.05,10628.05,10524,268.92M,0.87%
28/05/18,10688.65,10648.35,10709.8,10640.55,239.79M,0.79%
29/05/18,10633.3,10689.4,10717.25,10616.1,232.76M,-0.52%
30/05/18,10614.35,10579,10648.7,10558.45,246.12M,-0.18%
31/05/18,10736.15,10670.1,10763.8,10620.4,629.20M,1.15%
01/06/18,10696.2,10738.45,10764.75,10681.5,227.36M,-0.37%
04/06/18,10628.5,10765.95,10770.3,10618.35,210.15M,-0.63%
05/06/18,10593.15,10630.7,10633.15,10550.9,172.90M,-0.33%
06/06/18,10684.65,10603.45,10698.35,10587.5,195.76M,0.86%
07/06/18,10768.35,10722.6,10818,10722.6,227.66M,0.78%
08/06/18,10767.65,10736.4,10779.45,10709.05,215.94M,-0.01%
11/06/18,10786.95,10781.85,10850.55,10777.05,217.85M,0.18%
12/06/18,10842.85,10816.15,10856.55,10789.4,204.42M,0.52%
13/06/18,10856.7,10887.5,10893.25,10842.65,220.00M,0.13%
14/06/18,10808.05,10832.9,10833.7,10773.55,190.03M,-0.45%
15/06/18,10817.7,10808.65,10834,10755.4,314.76M,0.09%
18/06/18,10799.85,10830.2,10830.2,10787.35,202.73M,-0.17%
19/06/18,10710.45,10789.45,10789.45,10701.2,231.38M,-0.83%
20/06/18,10772.05,10734.65,10781.8,10724.05,199.47M,0.58%
21/06/18,10741.1,10808.45,10809.6,10725.9,230.51M,-0.29%
22/06/18,10821.85,10742.7,10837,10710.45,236.90M,0.75%
25/06/18,10762.45,10822.9,10831.05,10753.05,236.69M,-0.55%
26/06/18,10769.15,10742.7,10805.25,10732.55,226.85M,0.06%
27/06/18,10671.4,10785.5,10785.5,10652.4,253.62M,-0.91%
28/06/18,10589.1,10660.8,10674.2,10557.7,363.16M,-0.77%
29/06/18,10714.3,10612.85,10723.05,10612.35,250.33M,1.18%
02/07/18,10657.3,10732.35,10736.15,10604.65,304.54M,-0.53%
03/07/18,10699.9,10668.6,10713.3,10630.25,208.37M,0.40%
04/07/18,10769.9,10715,10777.15,10677.75,179.27M,0.65%
05/07/18,10749.75,10786.05,10786.05,10726.25,227.27M,-0.19%
06/07/18,10772.65,10744.15,10816.35,10735.05,256.55M,0.21%
09/07/18,10852.9,10838.3,10860.35,10807.15,189.33M,0.74%
10/07/18,10947.25,10902.75,10956.9,10876.65,203.06M,0.87%
11/07/18,10948.3,10956.4,10976.65,10923,229.21M,0.01%
12/07/18,11023.2,11006.95,11078.3,10999.65,256.04M,0.68%
13/07/18,11018.9,11056.9,11071.35,10999.75,241.67M,-0.04%
16/07/18,10936.85,11018.95,11019.5,10926.25,216.97M,-0.74%
17/07/18,11008.05,10939.65,11018.5,10925.6,217.11M,0.65%
18/07/18,10980.45,11060.2,11076.2,10956.3,232.50M,-0.25%
19/07/18,10957.1,10999.5,11006.5,10935.45,222.06M,-0.21%
20/07/18,11010.2,10963.5,11030.25,10946.2,193.14M,0.48%
23/07/18,11084.75,11019.85,11093.4,11010.95,236.15M,0.68%
24/07/18,11134.3,11109,11143.4,11092.5,212.25M,0.45%
25/07/18,11132,11148.4,11157.15,11113.25,212.33M,-0.02%
26/07/18,11167.3,11132.95,11185.85,11125.7,376.66M,0.32%
27/07/18,11278.35,11232.75,11283.4,11210.25,324.34M,0.99%
30/07/18,11319.55,11296.65,11328.1,11261.45,287.44M,0.37%
31/07/18,11356.5,11311.05,11366,11267.75,264.43M,0.33%
01/08/18,11346.2,11359.8,11390.55,11313.55,278.01M,-0.09%
02/08/18,11244.7,11328.9,11328.9,11234.95,216.53M,-0.89%
03/08/18,11360.8,11297.8,11368,11294.55,225.15M,1.03%
06/08/18,11387.1,11401.5,11427.65,11370.6,210.00M,0.23%
07/08/18,11389.45,11423.15,11428.95,11359.7,233.41M,0.02%
08/08/18,11450,11412.5,11459.95,11379.3,217.05M,0.53%
09/08/18,11470.7,11493.25,11495.2,11454.1,311.52M,0.18%
10/08/18,11429.5,11474.95,11478.75,11419.65,336.42M,-0.36%
13/08/18,11355.75,11369.6,11406.3,11340.3,254.47M,-0.65%
14/08/18,11435.1,11381.7,11452.45,11370.8,239.84M,0.70%
16/08/18,11385.05,11397.15,11449.85,11366.25,299.61M,-0.44%
17/08/18,11470.75,11437.15,11486.45,11431.8,241.99M,0.75%
20/08/18,11551.75,11502.1,11565.3,11499.65,239.84M,0.71%
21/08/18,11570.9,11576.2,11581.75,11539.6,231.06M,0.17%
23/08/18,11582.75,11620.7,11620.7,11546.7,256.16M,0.10%
24/08/18,11557.1,11566.6,11604.6,11532,225.60M,-0.22%
27/08/18,11691.95,11605.85,11700.95,11595.6,205.69M,1.17%
28/08/18,11738.5,11731.95,11760.2,11710.5,249.42M,0.40%
29/08/18,11691.9,11744.95,11753.2,11678.85,259.35M,-0.40%
30/08/18,11676.8,11694.75,11698.8,11639.7,323.45M,-0.13%
31/08/18,11680.5,11675.85,11727.65,11640.1,357.23M,0.03%
03/09/18,11582.35,11751.8,11751.8,11567.4,241.73M,-0.84%
04/09/18,11520.3,11598.75,11602.55,11496.85,262.70M,-0.54%
05/09/18,11476.95,11514.85,11542.65,11393.85,253.69M,-0.38%
06/09/18,11536.9,11514.15,11562.25,11436.05,255.56M,0.52%
07/09/18,11589.1,11558.25,11603,11484.4,305.03M,0.45%
10/09/18,11438.1,11570.25,11573,11427.3,295.60M,-1.30%
11/09/18,11287.5,11476.85,11479.4,11274,318.09M,-1.32%
12/09/18,11369.9,11340.1,11380.75,11250.2,276.51M,0.73%
14/09/18,11515.2,11443.5,11523.25,11430.55,285.22M,1.28%
17/09/18,11377.75,11464.95,11464.95,11366.9,207.62M,-1.19%
18/09/18,11278.9,11381.55,11411.45,11268.95,248.30M,-0.87%
19/09/18,11234.35,11326.65,11332.05,11210.9,258.42M,-0.39%
21/09/18,11143.1,11271.3,11346.8,10866.45,741.15M,-0.81%
24/09/18,10967.4,11164.4,11170.15,10943.6,398.82M,-1.58%
25/09/18,11067.45,10969.95,11080.6,10882.85,417.55M,0.91%
26/09/18,11053.8,11145.55,11145.55,10993.05,351.04M,-0.12%
27/09/18,10977.55,11079.8,11089.45,10953.35,418.21M,-0.69%
28/09/18,10930.45,11008.1,11034.1,10850.3,492.89M,-0.43%
01/10/18,11008.3,10930.9,11035.65,10821.55,398.99M,0.71%
03/10/18,10858.25,10982.7,10989.05,10843.75,398.76M,-1.36%
04/10/18,10599.25,10754.7,10754.7,10547.25,438.20M,-2.39%
05/10/18,10316.45,10514.1,10540.65,10261.9,625.15M,-2.67%
08/10/18,10348.05,10310.15,10398.35,10198.4,470.28M,0.31%
09/10/18,10301.05,10390.3,10397.6,10279.35,443.80M,-0.45%
10/10/18,10460.1,10331.85,10482.35,10318.25,373.84M,1.54%
11/10/18,10234.65,10169.8,10335.95,10138.6,498.51M,-2.16%
12/10/18,10472.5,10331.55,10492.45,10322.15,354.06M,2.32%
15/10/18,10512.5,10524.2,10526.3,10410.15,267.52M,0.38%
16/10/18,10584.75,10550.15,10604.9,10525.3,273.44M,0.69%
17/10/18,10453.05,10688.7,10710.15,10436.45,293.59M,-1.24%
19/10/18,10303.55,10339.7,10380.1,10249.6,368.55M,-1.43%
22/10/18,10245.25,10405.85,10408.55,10224,306.47M,-0.57%
23/10/18,10146.8,10152.6,10222.1,10102.35,312.04M,-0.96%
24/10/18,10224.75,10278.15,10290.65,10126.7,362.27M,0.77%
25/10/18,10124.9,10135.05,10166.6,10079.3,522.42M,-0.98%
26/10/18,10030,10122.35,10128.85,10004.55,375.56M,-0.94%
29/10/18,10250.85,10078.1,10275.3,10020.35,375.75M,2.20%
30/10/18,10198.4,10239.4,10285.1,10175.35,298.75M,-0.51%
31/10/18,10386.6,10209.55,10396,10105.1,386.62M,1.85%
01/11/18,10380.45,10441.7,10441.9,10341.9,359.34M,-0.06%
02/11/18,10553,10462.3,10606.95,10457.7,434.18M,1.66%
05/11/18,10524,10558.75,10558.8,10477,311.18M,-0.27%
06/11/18,10530,10552,10600.25,10491.45,309.88M,0.06%
07/11/18,10598.85,10614.45,10616.45,10591.8,2.83M,0.65%
09/11/18,10585.2,10614.7,10619.55,10544.85,305.82M,-0.13%
12/11/18,10482.2,10607.8,10645.5,10464.05,267.71M,-0.97%
13/11/18,10582.5,10451.9,10596.25,10440.55,262.54M,0.96%
14/11/18,10576.3,10634.9,10651.6,10532.7,396.37M,-0.06%
15/11/18,10616.7,10580.6,10646.5,10557.5,306.01M,0.38%
16/11/18,10682.2,10644,10695.15,10631.15,353.38M,0.62%
19/11/18,10763.4,10731.25,10774.7,10688.8,280.52M,0.76%
20/11/18,10656.2,10740.1,10740.85,10640.85,304.32M,-1.00%
21/11/18,10600.05,10670.95,10671.3,10562.35,310.19M,-0.53%
22/11/18,10526.75,10612.65,10646.25,10512,246.93M,-0.69%
26/11/18,10628.6,10568.3,10637.8,10489.75,332.86M,0.97%
27/11/18,10685.6,10621.45,10695.15,10596.35,382.83M,0.54%
28/11/18,10728.85,10708.75,10757.8,10699.85,437.63M,0.40%
29/11/18,10858.7,10808.7,10883.05,10782.35,712.65M,1.21%
30/11/18,10876.75,10892.1,10922.45,10835.1,467.86M,0.17%
03/12/18,10883.75,10930.7,10941.2,10845.35,422.36M,0.06%
04/12/18,10869.5,10877.1,10890.95,10833.35,332.14M,-0.13%
05/12/18,10782.9,10820.45,10821.05,10747.95,322.02M,-0.80%
06/12/18,10601.15,10718.15,10722.65,10588.25,328.28M,-1.69%
07/12/18,10693.7,10644.8,10704.55,10599.35,335.85M,0.87%
10/12/18,10488.45,10508.7,10558.85,10474.95,393.10M,-1.92%
11/12/18,10549.15,10350.05,10567.15,10333.85,438.70M,0.58%
12/12/18,10737.6,10591,10752.2,10560.8,371.70M,1.79%
13/12/18,10791.55,10810.75,10838.6,10749.5,387.81M,0.50%
14/12/18,10805.45,10784.5,10815.75,10752.1,350.58M,0.13%
17/12/18,10888.35,10853.2,10900.35,10844.85,306.15M,0.77%
18/12/18,10908.7,10850.9,10915.4,10819.1,294.94M,0.19%
19/12/18,10967.3,10930.55,10985.15,10928,321.80M,0.54%
20/12/18,10951.7,10885.2,10962.55,10880.05,328.80M,-0.14%
21/12/18,10754,10944.25,10963.65,10738.65,389.24M,-1.81%
24/12/18,10663.5,10780.9,10782.3,10649.25,230.29M,-0.84%
26/12/18,10729.85,10635.45,10747.5,10534.55,271.94M,0.62%
27/12/18,10779.8,10817.9,10834.2,10764.45,470.16M,0.47%
28/12/18,10859.9,10820.95,10893.6,10817.15,253.09M,0.74%
31/12/18,10862.55,10913.2,10923.55,10853.2,186.50M,0.02%
01/01/19,10910.1,10881.7,10923.6,10807.1,159.40M,0.44%
02/01/19,10792.5,10868.85,10895.35,10735.05,309.67M,-1.08%
03/01/19,10672.25,10796.8,10814.05,10661.25,286.24M,-1.11%
04/01/19,10727.35,10699.7,10741.05,10628.65,296.60M,0.52%
